player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Michel Aebischer,ch SUI,MF,ch Young Boys,24-055,1997,8.0,5.0,486.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.37,0.37,0.0,0.37,5.4,7.0,1.0,14.3,1.3,0.19,0.0,0.0,0.0,10.0,8.0,1.0,4.0,4.0,10.0,0.0,0.0,0.0
Stanislav Agkatsev,ru RUS,GK,ru Krasnodar,19-052,2002,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Agudelo,co COL,FW,il Be'er Sheva,28-075,1992,4.0,2.0,192.0,1.0,1.0,0.0,0.0,1.0,0.0,0.47,0.47,0.94,0.47,0.94,2.1,1.0,1.0,100.0,0.47,0.47,1.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Ahmedov,bg BUL,"MF,FW",bg CSKA Sofia,25-363,1995,5.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Kristoffer Ajer,no NOR,DF,sco Celtic,22-319,1998,5.0,5.0,408.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0
Albian Ajeti,ch SUI,"FW,MF",sco Celtic,24-004,1997,4.0,2.0,163.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.55,0.55,0.0,0.55,1.8,3.0,0.0,0.0,1.66,0.0,0.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Ilzat Akhmetov,ru RUS,"MF,FW",ru CSKA Moscow,23-061,1997,5.0,2.0,178.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,50.0,1.01,0.51,0.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0
Igor Akinfeev,ru RUS,GK,ru CSKA Moscow,34-328,1986,6.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Akpoguma,ng NGA,DF,de Hoffenheim,25-317,1995,4.0,4.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,2.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,3.0,5.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0
Deni Alar,at AUT,FW,at Rapid Wien,31-043,1990,1.0,1.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lucas Alario,ar ARG,FW,de Leverkusen,28-145,1992,5.0,3.0,214.0,2.0,0.0,0.0,0.0,1.0,0.0,0.84,0.0,0.84,0.84,0.84,2.4,8.0,3.0,37.5,3.36,1.26,0.25,0.67,0.0,5.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl Albiol,es ESP,DF,es Villarreal,35-179,1985,4.0,4.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
