player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Gabriel Veiga,es ESP,"MF,DF",Celta Vigo,18-270,2002,5.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Unai Vencedor Paris,es ESP,MF,Athletic Club,20-098,2000,15.0,11.0,889.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,4.0,1.0,25.0,0.4,0.1,0.0,0.0,0.0,19.0,11.0,0.0,2.0,8.0,15.0,0.0,0.0,0.0
Gonzalo Verdú,es ESP,DF,Elche,32-123,1988,21.0,21.0,1890.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.05,0.05,0.0,0.05,21.0,6.0,3.0,50.0,0.29,0.14,0.0,0.0,0.0,18.0,29.0,2.0,0.0,25.0,18.0,0.0,1.0,0.0
Mikel Vesga,es ESP,MF,Athletic Club,27-276,1993,18.0,11.0,1005.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.09,0.09,0.0,0.09,11.2,18.0,4.0,22.2,1.61,0.36,0.0,0.0,0.0,30.0,6.0,1.0,3.0,17.0,19.0,0.0,0.0,0.0
Rúben Vezo,pt POR,DF,Levante,26-302,1994,20.0,16.0,1489.0,1.0,0.0,0.0,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06,16.5,5.0,2.0,40.0,0.3,0.12,0.2,0.5,0.0,20.0,14.0,0.0,2.0,14.0,17.0,0.0,1.0,0.0
Iñigo Vicente,es ESP,FW,Athletic Club,23-046,1998,2.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
Fede Vico,es ESP,"MF,FW",Granada,26-232,1994,7.0,2.0,193.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,2.0,0.0,0.0,0.93,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0
Aleix Vidal,es ESP,DF,Sevilla,31-184,1989,10.0,4.0,480.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.19,0.19,0.0,0.19,5.3,1.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,4.0,14.0,0.0,12.0,8.0,10.0,0.0,0.0,0.0
Nacho Vidal,es ESP,DF,Osasuna,26-028,1995,21.0,13.0,1276.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,5.0,2.0,40.0,0.35,0.14,0.0,0.0,0.0,27.0,22.0,1.0,14.0,20.0,17.0,0.0,0.0,0.0
Toni Villa,es ESP,"MF,FW",Valladolid,26-045,1995,17.0,7.0,732.0,2.0,0.0,0.0,0.0,2.0,0.0,0.25,0.0,0.25,0.25,0.25,8.1,12.0,4.0,33.3,1.48,0.49,0.17,0.5,0.0,12.0,23.0,3.0,17.0,4.0,15.0,2.0,0.0,0.0
Asier Villalibre,es ESP,FW,Athletic Club,23-144,1997,19.0,6.0,738.0,2.0,1.0,0.0,0.0,1.0,0.0,0.24,0.12,0.37,0.24,0.37,8.2,14.0,5.0,35.7,1.71,0.61,0.14,0.4,0.0,11.0,20.0,4.0,8.0,2.0,3.0,0.0,0.0,0.0
Iván Villar,es ESP,GK,Celta Vigo,23-227,1997,8.0,7.0,655.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitolo,es ESP,"MF,DF",Atlético Madrid,31-111,1989,7.0,3.0,237.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,1.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
Šime Vrsaljko,hr CRO,DF,Atlético Madrid,29-042,1992,7.0,5.0,416.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,16.0,6.0,12.0,0.0,0.0,0.0
Nikola Vukčević,me MNE,MF,Levante,29-070,1991,9.0,7.0,532.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,2.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,13.0,4.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0
Daniel Wass,dk DEN,"MF,DF",Valencia,31-266,1989,23.0,23.0,1961.0,2.0,1.0,0.0,0.0,6.0,0.0,0.09,0.05,0.14,0.09,0.14,21.8,22.0,7.0,31.8,1.01,0.32,0.09,0.29,0.0,26.0,24.0,5.0,38.0,19.0,26.0,0.0,0.0,0.0
Shon Weissman,il ISR,FW,Valladolid,25-007,1996,20.0,14.0,1205.0,3.0,0.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,13.4,19.0,8.0,42.1,1.42,0.6,0.16,0.38,0.0,19.0,9.0,14.0,3.0,1.0,4.0,0.0,0.0,0.0
Iñaki Williams,es ESP,"FW,MF",Athletic Club,26-251,1994,22.0,21.0,1685.0,5.0,4.0,1.0,1.0,1.0,0.0,0.27,0.21,0.48,0.21,0.43,18.7,36.0,11.0,30.6,1.92,0.59,0.11,0.36,0.0,12.0,24.0,11.0,34.0,3.0,6.0,0.0,0.0,0.0
Jawad El Yamiq,ma MAR,DF,Valladolid,28-358,1992,9.0,6.0,563.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,6.3,2.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,13.0,7.0,0.0,1.0,0.0
Rubén Yáñez,es ESP,GK,Getafe,27-132,1993,9.0,9.0,810.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoel,es ESP,GK,Eibar,32-177,1988,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Okay Yokuşlu,tr TUR,MF,Celta Vigo,26-349,1994,12.0,3.0,462.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,5.1,3.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,13.0,6.0,2.0,0.0,10.0,10.0,0.0,0.0,0.0
Joseba Zaldúa,es ESP,DF,Real Sociedad,28-242,1992,8.0,5.0,493.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,1.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,12.0,5.0,0.0,17.0,3.0,5.0,0.0,0.0,0.0
Oier Zarraga,es ESP,MF,Athletic Club,22-048,1999,4.0,1.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Igor Zubeldia,es ESP,DF,Real Sociedad,23-328,1997,15.0,13.0,1225.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,7.0,2.0,28.6,0.51,0.15,0.0,0.0,0.0,20.0,8.0,2.0,6.0,11.0,12.0,0.0,0.0,0.0
Martín Zubimendi,es ESP,MF,Real Sociedad,22-019,1999,19.0,8.0,943.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,2.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,15.0,13.0,0.0,2.0,8.0,12.0,0.0,0.0,0.0
Martin Ødegaard,no NOR,"MF,FW",Real Madrid,22-066,1998,7.0,3.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.0,0.0,0.0,1.15,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
