player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Franco Sbuttoni,ar ARG,DF,Arsenal,30,1989,21.0,21.0,1828.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,20.3,10.0,3.0,30.0,0.49,0.15,0.0,0.0,0.0,21.0,15.0,2.0,2.0,22.0,22.0,0.0,0.0,0.0
Damián Schmidt,ar ARG,DF,Colón,26,1992,4.0,4.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0
Jonathan Schunke,ar ARG,DF,Estudiantes,32,1987,22.0,22.0,1946.0,1.0,0.0,0.0,0.0,4.0,1.0,0.05,0.0,0.05,0.05,0.05,21.6,9.0,2.0,22.2,0.42,0.09,0.11,0.5,1.0,16.0,11.0,0.0,1.0,27.0,16.0,0.0,0.0,1.0
Ignacio Scocco,ar ARG,FW,River Plate,34,1985,19.0,4.0,622.0,6.0,1.0,0.0,0.0,3.0,0.0,0.87,0.14,1.01,0.87,1.01,6.9,23.0,11.0,47.8,3.33,1.59,0.26,0.55,0.0,11.0,13.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0
Marcos Senesi,ar ARG,DF,San Lorenzo,22,1997,4.0,4.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,33.3,0.75,0.25,0.0,0.0,0.0,7.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0
Luis Sequeira,ar ARG,MF,San Lorenzo,16,2003,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Leonardo Sigali,ar ARG,DF,Racing Club,32,1987,14.0,12.0,1050.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,11.7,4.0,1.0,25.0,0.34,0.09,0.0,0.0,0.0,14.0,24.0,1.0,0.0,17.0,16.0,0.0,0.0,0.0
Antony Silva,py PAR,GK,CA Huracán,35,1984,20.0,20.0,1800.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0
Francisco Silva,cl CHI,"DF,MF",Independiente,33,1986,1.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gastón Silva,uy URU,DF,Independiente,25,1994,18.0,16.0,1417.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,15.7,14.0,2.0,14.3,0.89,0.13,0.0,0.0,0.0,6.0,14.0,0.0,41.0,33.0,29.0,0.0,0.0,0.0
Nicolás Silva,ar ARG,MF,Argentinos Jun,29,1990,8.0,2.0,273.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,3.0,5.0,3.0,60.0,1.65,0.99,0.0,0.0,0.0,3.0,7.0,1.0,7.0,3.0,2.0,0.0,0.0,0.0
Santiago Silva,uy URU,FW,Argentinos Jun,38,1980,21.0,21.0,1857.0,4.0,1.0,2.0,2.0,7.0,0.0,0.19,0.05,0.24,0.1,0.15,20.6,42.0,13.0,31.0,2.04,0.63,0.05,0.15,0.0,35.0,27.0,17.0,12.0,6.0,12.0,0.0,0.0,0.0
Hugo Silveira,uy URU,FW,Patronato,26,1993,10.0,2.0,271.0,2.0,1.0,0.0,0.0,4.0,1.0,0.66,0.33,1.0,0.66,1.0,3.0,14.0,6.0,42.9,4.65,1.99,0.14,0.33,1.0,9.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0
Augusto Solari,ar ARG,MF,Racing Club,27,1992,4.0,4.0,314.0,1.0,0.0,0.0,0.0,1.0,0.0,0.29,0.0,0.29,0.29,0.29,3.5,4.0,1.0,25.0,1.15,0.29,0.25,1.0,0.0,6.0,5.0,3.0,12.0,3.0,3.0,0.0,0.0,0.0
Franco Soldano,ar ARG,FW,Boca Juniors,24,1994,13.0,12.0,1016.0,2.0,2.0,0.0,1.0,1.0,0.0,0.18,0.18,0.35,0.18,0.35,11.3,17.0,9.0,52.9,1.51,0.8,0.12,0.22,0.0,20.0,12.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0
