player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Kylian Mbappé,fr FRA,"FW,MF",Paris S-G,22-057,1998,21.0,17.0,1521.0,16.0,6.0,4.0,4.0,2.0,0.0,0.95,0.36,1.3,0.71,1.07,16.9,64.0,30.0,46.9,3.79,1.78,0.19,0.4,0.0,15.0,25.0,15.0,40.0,2.0,2.0,3.0,0.0,0.0
Nathanael Mbuku,fr FRA,MF,Reims,18-336,2002,20.0,16.0,1274.0,2.0,1.0,0.0,0.0,2.0,0.0,0.14,0.07,0.21,0.14,0.21,14.2,20.0,11.0,55.0,1.41,0.78,0.1,0.18,0.0,17.0,38.0,2.0,12.0,10.0,12.0,1.0,1.0,0.0
Facundo Medina,ar ARG,DF,Lens,21-263,1999,17.0,16.0,1410.0,2.0,0.0,0.0,0.0,7.0,0.0,0.13,0.0,0.13,0.13,0.13,15.7,8.0,3.0,37.5,0.51,0.19,0.25,0.67,0.0,23.0,5.0,1.0,1.0,20.0,25.0,0.0,0.0,1.0
Farid El Melali,dz ALG,"FW,MF",Angers,23-217,1997,13.0,2.0,248.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,10.0,3.0,30.0,3.63,1.09,0.0,0.0,0.0,6.0,10.0,0.0,6.0,2.0,4.0,1.0,0.0,0.0
Birger Meling,no NOR,DF,Nîmes,26-060,1994,13.0,13.0,1158.0,1.0,3.0,0.0,0.0,2.0,0.0,0.08,0.23,0.31,0.08,0.31,12.9,9.0,3.0,33.3,0.7,0.23,0.11,0.33,0.0,10.0,20.0,0.0,19.0,13.0,18.0,0.0,0.0,0.0
Houboulang Mendes,fr FRA,DF,Lorient,22-287,1998,13.0,12.0,1013.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,3.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,20.0,5.0,0.0,16.0,6.0,12.0,0.0,3.0,0.0
Pedro Mendes,pt POR,DF,Montpellier,30-137,1990,19.0,18.0,1535.0,2.0,0.0,0.0,0.0,4.0,0.0,0.12,0.0,0.12,0.12,0.12,17.1,8.0,3.0,37.5,0.47,0.18,0.25,0.67,0.0,22.0,26.0,1.0,2.0,23.0,21.0,0.0,2.0,0.0
Thiago Mendes,br BRA,MF,Lyon,28-337,1992,19.0,15.0,1454.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.06,0.06,0.0,0.06,16.2,19.0,6.0,31.6,1.18,0.37,0.0,0.0,0.0,23.0,11.0,0.0,6.0,23.0,25.0,0.0,0.0,0.0
Batista Mendy,fr FRA,MF,Nantes,21-034,2000,2.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Edouard Mendy,sn SEN,GK,Rennes,28-351,1992,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
