player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Zeki Çelik,tr TUR,DF,Lille,23-354,1997,16.0,15.0,1242.0,1.0,1.0,0.0,0.0,4.0,0.0,0.07,0.07,0.14,0.07,0.14,0.2,0.2,2.1,0.02,0.15,0.17,0.02,0.17,13.8,6.0,2.0,0.0,33.3,0.43,0.14,0.17,0.5,0.04,0.8,0.8,588.0,772.0,76.2,10301.0,4454.0,283.0,319.0,88.7,218.0,275.0,79.3,71.0,136.0,52.2,-1.1,14.0,44.0,13.0,5.0,55.0,621.0,151.0,10.0,0.0,82.0,6.0,16.0,0.0,0.0,0.0,0.0,446.0,149.0,177.0,69.0,525.0,21.0,141.0,3.0,3.0,13.0,14.0,34.0,23.0,1.67,21.0,0.0,1.0,0.0,1.0,5.0,0.36,5.0,0.0,0.0,0.0,0.0,0.0,50.0,22.0,23.0,19.0,8.0,24.0,46.0,52.2,22.0,221.0,67.0,30.3,93.0,100.0,28.0,37.0,6.0,0.0,31.0,15.0,40.0,0.0,940.0,45.0,286.0,506.0,203.0,20.0,792.0,11.0,17.0,64.7,11.0,0.0,533.0,2708.0,1614.0,73.0,16.0,6.0,581.0,535.0,92.1,12.0,9.0,0.0,32.0,8.0,2.0,0.0,0.0,1.0,102.0,17.0,14.0,54.8
Bersant Celina,xk KVX,"MF,FW",Dijon,24-149,1996,19.0,14.0,1330.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.2,0.2,0.0,0.2,0.8,0.8,2.3,0.06,0.16,0.21,0.06,0.21,14.8,14.0,2.0,3.0,14.3,0.95,0.14,0.0,0.0,0.06,-0.8,-0.8,465.0,620.0,75.0,7907.0,2491.0,242.0,273.0,88.6,156.0,191.0,81.7,53.0,124.0,42.7,0.7,30.0,53.0,28.0,2.0,61.0,533.0,87.0,30.0,6.0,69.0,36.0,28.0,47.0,20.0,23.0,3.0,419.0,66.0,135.0,57.0,540.0,15.0,6.0,1.0,1.0,8.0,16.0,21.0,41.0,2.77,26.0,15.0,0.0,0.0,0.0,3.0,0.2,2.0,1.0,0.0,0.0,0.0,0.0,13.0,5.0,2.0,7.0,4.0,5.0,16.0,31.3,11.0,168.0,51.0,30.4,34.0,86.0,48.0,15.0,1.0,0.0,14.0,4.0,6.0,0.0,746.0,6.0,76.0,410.0,316.0,26.0,662.0,18.0,34.0,52.9,21.0,1.0,487.0,2543.0,1521.0,77.0,30.0,3.0,696.0,530.0,76.1,24.0,24.0,0.0,6.0,12.0,2.0,0.0,0.0,0.0,86.0,1.0,17.0,5.6
Fabien Centonze,fr FRA,DF,Metz,25-020,1996,22.0,22.0,1980.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,1.3,0.03,0.06,0.08,0.03,0.08,22.0,13.0,3.0,0.0,23.1,0.59,0.14,0.0,0.0,0.04,-0.6,-0.6,757.0,989.0,76.5,12478.0,5947.0,389.0,433.0,89.8,295.0,386.0,76.4,61.0,134.0,45.5,-1.3,16.0,45.0,19.0,15.0,65.0,768.0,221.0,16.0,0.0,102.0,19.0,62.0,0.0,0.0,0.0,0.0,539.0,219.0,231.0,123.0,601.0,37.0,205.0,5.0,2.0,21.0,16.0,30.0,37.0,1.68,23.0,3.0,3.0,1.0,5.0,5.0,0.23,3.0,0.0,0.0,0.0,1.0,0.0,69.0,32.0,44.0,16.0,9.0,21.0,42.0,50.0,21.0,285.0,82.0,28.8,148.0,99.0,38.0,59.0,13.0,0.0,46.0,30.0,123.0,0.0,1371.0,103.0,495.0,601.0,366.0,17.0,1157.0,42.0,72.0,58.3,49.0,4.0,739.0,4982.0,3252.0,133.0,41.0,3.0,743.0,652.0,87.8,24.0,25.0,0.0,25.0,34.0,1.0,0.0,0.0,0.0,204.0,34.0,16.0,68.0
Fouad Chafik,ma MAR,DF,Dijon,34-112,1986,13.0,11.0,953.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,10.6,2.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.03,-0.1,-0.1,473.0,610.0,77.5,8762.0,3684.0,203.0,222.0,91.4,208.0,254.0,81.9,55.0,114.0,48.2,-0.2,4.0,50.0,5.0,3.0,47.0,497.0,113.0,18.0,0.0,44.0,6.0,18.0,0.0,0.0,0.0,0.0,341.0,125.0,144.0,22.0,467.0,21.0,94.0,2.0,2.0,11.0,9.0,17.0,7.0,0.66,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,18.0,5.0,3.0,10.0,21.0,47.6,11.0,96.0,35.0,36.5,52.0,37.0,7.0,21.0,4.0,1.0,17.0,7.0,40.0,0.0,712.0,46.0,276.0,380.0,124.0,3.0,603.0,8.0,11.0,72.7,8.0,0.0,402.0,2711.0,1686.0,59.0,22.0,2.0,437.0,417.0,95.4,3.0,8.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,92.0,12.0,10.0,54.5
Mehdi Chahiri,ma MAR,"FW,MF",Strasbourg,24-195,1996,17.0,8.0,707.0,2.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,1.7,1.7,1.2,0.22,0.15,0.37,0.22,0.37,7.9,19.0,6.0,0.0,31.6,2.42,0.76,0.11,0.33,0.09,0.3,0.3,180.0,250.0,72.0,3058.0,908.0,92.0,113.0,81.4,54.0,76.0,71.1,24.0,42.0,57.1,-1.2,7.0,15.0,8.0,0.0,31.0,243.0,7.0,1.0,2.0,59.0,7.0,8.0,1.0,0.0,1.0,0.0,180.0,33.0,37.0,18.0,208.0,7.0,4.0,3.0,1.0,7.0,9.0,12.0,19.0,2.42,11.0,1.0,5.0,1.0,0.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,15.0,11.0,4.0,7.0,4.0,5.0,17.0,29.4,12.0,121.0,46.0,38.0,28.0,44.0,49.0,12.0,0.0,0.0,12.0,8.0,1.0,0.0,372.0,4.0,43.0,175.0,183.0,26.0,365.0,24.0,38.0,63.2,25.0,1.0,289.0,1261.0,654.0,30.0,12.0,4.0,368.0,260.0,70.7,23.0,27.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,59.0,11.0,14.0,44.0
Aníbal Chalá,ec ECU,DF,Dijon,24-272,1996,6.0,5.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.03,0.0,0.03,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,253.0,78.7,3392.0,1686.0,90.0,97.0,92.8,90.0,115.0,78.3,15.0,30.0,50.0,-0.1,3.0,16.0,1.0,0.0,25.0,209.0,44.0,4.0,0.0,27.0,1.0,2.0,0.0,0.0,0.0,0.0,160.0,47.0,46.0,191.0,12.0,9.0,40.0,0.0,0.0,5.0,4.0,9.0,6.0,1.37,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,4.0,1.0,3.0,7.0,42.9,4.0,55.0,15.0,27.3,26.0,27.0,2.0,9.0,2.0,0.0,7.0,7.0,13.0,0.0,297.0,19.0,116.0,157.0,43.0,1.0,255.0,3.0,5.0,60.0,3.0,0.0,171.0,1006.0,635.0,22.0,4.0,1.0,191.0,178.0,93.2,3.0,1.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,38.0,4.0,4.0,50.0
Trevoh Chalobah,eng ENG,"MF,DF",Lorient,21-215,1999,15.0,11.0,1047.0,1.0,0.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,0.6,0.6,0.1,0.05,0.01,0.06,0.05,0.06,11.6,6.0,2.0,0.0,33.3,0.52,0.17,0.17,0.5,0.1,0.4,0.4,408.0,509.0,80.2,7191.0,1752.0,187.0,214.0,87.4,163.0,196.0,83.2,45.0,76.0,59.2,-0.1,5.0,32.0,1.0,0.0,30.0,485.0,24.0,14.0,0.0,61.0,10.0,9.0,0.0,0.0,0.0,0.0,364.0,65.0,80.0,45.0,407.0,34.0,9.0,0.0,1.0,11.0,14.0,11.0,16.0,1.38,13.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,10.0,16.0,0.0,7.0,16.0,43.8,9.0,131.0,40.0,30.5,50.0,67.0,14.0,18.0,5.0,0.0,13.0,30.0,31.0,0.0,664.0,49.0,207.0,400.0,98.0,8.0,644.0,22.0,32.0,68.8,24.0,0.0,410.0,1636.0,904.0,32.0,14.0,1.0,429.0,399.0,93.0,15.0,13.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,121.0,19.0,14.0,57.6
Gaëtan Charbonnier,fr FRA,"MF,FW",Brest,32-040,1988,23.0,8.0,809.0,4.0,1.0,1.0,1.0,2.0,0.0,0.44,0.11,0.56,0.33,0.44,4.6,3.8,1.7,0.51,0.19,0.7,0.43,0.62,9.0,24.0,7.0,0.0,29.2,2.67,0.78,0.13,0.43,0.16,-0.6,-0.8,285.0,369.0,77.2,4364.0,993.0,151.0,181.0,83.4,108.0,142.0,76.1,12.0,22.0,54.5,-0.7,12.0,16.0,11.0,3.0,19.0,339.0,30.0,1.0,2.0,58.0,4.0,7.0,2.0,0.0,0.0,0.0,267.0,64.0,38.0,36.0,303.0,9.0,5.0,5.0,1.0,8.0,10.0,14.0,27.0,3.0,22.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,3.0,6.0,5.0,3.0,13.0,23.1,10.0,153.0,42.0,27.5,26.0,66.0,61.0,7.0,0.0,0.0,7.0,3.0,9.0,0.0,482.0,10.0,38.0,242.0,222.0,45.0,451.0,14.0,19.0,73.7,14.0,1.0,322.0,1041.0,429.0,29.0,15.0,3.0,523.0,370.0,70.7,26.0,15.0,0.0,15.0,7.0,7.0,0.0,0.0,0.0,39.0,19.0,30.0,38.8
Brendan Chardonnet,fr FRA,DF,Brest,26-045,1994,18.0,15.0,1366.0,1.0,0.0,0.0,0.0,2.0,1.0,0.07,0.0,0.07,0.07,0.07,1.0,1.0,0.3,0.07,0.02,0.09,0.07,0.09,15.2,10.0,6.0,0.0,60.0,0.66,0.4,0.1,0.17,0.1,0.0,0.0,701.0,836.0,83.9,16817.0,5928.0,165.0,181.0,91.2,366.0,392.0,93.4,168.0,256.0,65.6,-0.3,3.0,56.0,4.0,1.0,48.0,808.0,28.0,25.0,0.0,46.0,46.0,3.0,0.0,0.0,0.0,0.0,597.0,56.0,183.0,55.0,738.0,28.0,3.0,2.0,5.0,16.0,9.0,6.0,5.0,0.33,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,17.0,20.0,9.0,2.0,16.0,25.0,64.0,9.0,126.0,48.0,38.1,73.0,46.0,7.0,35.0,24.0,0.0,11.0,18.0,102.0,2.0,1042.0,201.0,651.0,426.0,45.0,18.0,1015.0,1.0,1.0,100.0,1.0,0.0,653.0,3518.0,2085.0,48.0,13.0,0.0,705.0,696.0,98.7,3.0,1.0,0.0,17.0,15.0,0.0,0.0,0.0,0.0,112.0,27.0,26.0,50.9
Xavier Chavalerin,fr FRA,MF,Reims,29-335,1991,16.0,15.0,1299.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.14,0.14,0.0,0.14,0.8,0.8,1.6,0.06,0.11,0.17,0.06,0.17,14.4,11.0,3.0,0.0,27.3,0.76,0.21,0.0,0.0,0.08,-0.8,-0.8,400.0,492.0,81.3,7273.0,2124.0,187.0,210.0,89.0,157.0,179.0,87.7,47.0,85.0,55.3,0.4,11.0,28.0,7.0,2.0,34.0,477.0,15.0,13.0,2.0,49.0,9.0,6.0,2.0,1.0,0.0,1.0,346.0,60.0,86.0,379.0,83.0,20.0,0.0,1.0,2.0,10.0,9.0,10.0,17.0,1.18,15.0,0.0,0.0,2.0,0.0,2.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0,55.0,28.0,25.0,24.0,6.0,9.0,39.0,23.1,30.0,292.0,89.0,30.5,124.0,117.0,51.0,30.0,6.0,0.0,24.0,12.0,18.0,1.0,629.0,29.0,209.0,344.0,109.0,13.0,615.0,7.0,9.0,77.8,7.0,0.0,342.0,1454.0,587.0,19.0,9.0,0.0,436.0,387.0,88.8,7.0,8.0,0.0,23.0,4.0,0.0,0.0,0.0,0.0,103.0,9.0,9.0,50.0
Pape Cheikh Diop,sn SEN,MF,Dijon,23-181,1997,18.0,12.0,1001.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.03,0.05,0.08,0.03,0.08,11.1,6.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.07,-0.4,-0.4,493.0,569.0,86.6,9324.0,2020.0,182.0,213.0,85.4,247.0,264.0,93.6,56.0,79.0,70.9,-0.6,8.0,36.0,5.0,0.0,39.0,554.0,15.0,14.0,1.0,109.0,14.0,1.0,0.0,0.0,0.0,0.0,449.0,65.0,55.0,76.0,465.0,18.0,1.0,1.0,1.0,5.0,11.0,9.0,17.0,1.53,13.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,12.0,5.0,1.0,7.0,30.0,23.3,23.0,192.0,58.0,30.2,65.0,97.0,30.0,17.0,2.0,0.0,15.0,5.0,11.0,0.0,662.0,25.0,197.0,432.0,81.0,3.0,651.0,10.0,15.0,66.7,11.0,0.0,450.0,2494.0,1440.0,50.0,7.0,1.0,500.0,466.0,93.2,8.0,12.0,0.0,41.0,19.0,0.0,0.0,0.0,0.0,119.0,11.0,13.0,45.8
Rayan Cherki,fr FRA,"FW,MF",Lyon,17-172,2003,16.0,3.0,412.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.9,0.1,0.2,0.3,0.1,0.3,4.6,8.0,3.0,0.0,37.5,1.75,0.66,0.0,0.0,0.06,-0.4,-0.4,154.0,189.0,81.5,2653.0,610.0,77.0,89.0,86.5,54.0,66.0,81.8,19.0,24.0,79.2,-0.9,5.0,11.0,7.0,1.0,18.0,180.0,9.0,3.0,2.0,35.0,0.0,6.0,3.0,0.0,0.0,0.0,162.0,11.0,16.0,103.0,79.0,2.0,3.0,2.0,1.0,4.0,3.0,7.0,16.0,3.5,10.0,1.0,3.0,0.0,2.0,3.0,0.66,2.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,1.0,3.0,1.0,7.0,14.3,6.0,59.0,19.0,32.2,6.0,24.0,29.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,251.0,0.0,15.0,115.0,147.0,26.0,244.0,25.0,34.0,73.5,25.0,1.0,228.0,1432.0,989.0,62.0,13.0,7.0,241.0,205.0,85.1,11.0,11.0,0.0,7.0,14.0,2.0,1.0,0.0,0.0,25.0,0.0,6.0,0.0
Pedro Chirivella,es ESP,MF,Nantes,23-258,1997,17.0,12.0,1024.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,0.1,0.1,0.4,0.01,0.04,0.05,0.01,0.05,11.4,4.0,1.0,0.0,25.0,0.35,0.09,0.0,0.0,0.03,-0.1,-0.1,527.0,617.0,85.4,10261.0,2412.0,199.0,221.0,90.0,258.0,278.0,92.8,61.0,97.0,62.9,0.6,8.0,65.0,5.0,1.0,49.0,599.0,18.0,14.0,0.0,77.0,17.0,2.0,0.0,0.0,0.0,0.0,495.0,55.0,67.0,81.0,510.0,19.0,2.0,2.0,2.0,10.0,12.0,11.0,20.0,1.76,15.0,2.0,0.0,1.0,1.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,5.0,9.0,3.0,5.0,19.0,26.3,14.0,152.0,47.0,30.9,37.0,88.0,27.0,16.0,1.0,0.0,15.0,8.0,5.0,0.0,687.0,8.0,134.0,495.0,93.0,8.0,671.0,2.0,5.0,40.0,2.0,0.0,464.0,2312.0,1219.0,36.0,5.0,0.0,555.0,511.0,92.1,8.0,7.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,104.0,3.0,10.0,23.1
Joris Chotard,fr FRA,MF,Montpellier,19-134,2001,17.0,8.0,767.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.06,0.03,0.09,0.06,0.09,8.5,6.0,2.0,0.0,33.3,0.7,0.23,0.0,0.0,0.08,-0.5,-0.5,161.0,226.0,71.2,3260.0,914.0,69.0,91.0,75.8,58.0,74.0,78.4,31.0,54.0,57.4,-0.2,5.0,14.0,3.0,1.0,16.0,212.0,14.0,7.0,0.0,30.0,13.0,4.0,3.0,2.0,1.0,0.0,132.0,36.0,58.0,31.0,169.0,16.0,2.0,2.0,1.0,4.0,7.0,6.0,12.0,1.41,7.0,1.0,1.0,1.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,5.0,11.0,2.0,7.0,22.0,31.8,15.0,122.0,38.0,31.1,49.0,58.0,15.0,10.0,3.0,0.0,7.0,13.0,14.0,0.0,306.0,18.0,91.0,163.0,62.0,9.0,293.0,8.0,11.0,72.7,9.0,3.0,153.0,631.0,292.0,19.0,2.0,1.0,202.0,163.0,80.7,11.0,7.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,64.0,7.0,7.0,50.0
Mounir Chouiar,fr FRA,FW,Dijon,22-013,1999,17.0,10.0,979.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,0.18,0.18,0.0,0.18,1.6,0.9,1.7,0.15,0.15,0.3,0.08,0.23,10.9,17.0,5.0,4.0,29.4,1.56,0.46,0.0,0.0,0.05,-1.6,-0.9,281.0,375.0,74.9,4941.0,1472.0,158.0,188.0,84.0,79.0,99.0,79.8,42.0,70.0,60.0,0.3,22.0,14.0,3.0,0.0,26.0,335.0,40.0,9.0,0.0,59.0,22.0,13.0,22.0,11.0,10.0,0.0,267.0,51.0,57.0,41.0,301.0,12.0,7.0,5.0,0.0,5.0,8.0,18.0,43.0,3.95,18.0,13.0,5.0,4.0,3.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0,18.0,13.0,12.0,5.0,1.0,6.0,17.0,35.3,11.0,146.0,51.0,34.9,46.0,61.0,39.0,18.0,0.0,0.0,18.0,9.0,6.0,0.0,557.0,11.0,103.0,293.0,212.0,35.0,516.0,35.0,61.0,57.4,38.0,2.0,416.0,2175.0,1386.0,70.0,13.0,8.0,484.0,378.0,78.1,28.0,42.0,0.0,19.0,16.0,3.0,0.0,1.0,0.0,72.0,9.0,13.0,40.9
Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,22-244,1998,15.0,6.0,612.0,1.0,1.0,0.0,0.0,1.0,0.0,0.15,0.15,0.29,0.15,0.29,1.3,1.3,0.7,0.19,0.1,0.29,0.19,0.29,6.8,14.0,5.0,2.0,35.7,2.06,0.74,0.07,0.2,0.09,-0.3,-0.3,180.0,217.0,82.9,3044.0,597.0,93.0,106.0,87.7,67.0,78.0,85.9,15.0,23.0,65.2,0.3,7.0,15.0,3.0,0.0,19.0,208.0,9.0,6.0,0.0,48.0,5.0,4.0,2.0,1.0,1.0,0.0,189.0,11.0,17.0,12.0,199.0,4.0,1.0,0.0,0.0,5.0,4.0,9.0,15.0,2.21,12.0,2.0,0.0,0.0,1.0,2.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,4.0,2.0,2.0,16.0,12.5,14.0,87.0,20.0,23.0,18.0,43.0,26.0,9.0,1.0,0.0,8.0,3.0,1.0,0.0,296.0,5.0,37.0,138.0,148.0,17.0,288.0,8.0,13.0,61.5,9.0,0.0,232.0,1304.0,682.0,31.0,11.0,2.0,297.0,228.0,76.8,12.0,18.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,36.0,1.0,7.0,12.5
Jonathan Clauss,fr FRA,DF,Lens,28-133,1992,18.0,16.0,1346.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.9,0.9,2.6,0.06,0.18,0.24,0.06,0.24,15.0,20.0,8.0,0.0,40.0,1.34,0.53,0.0,0.0,0.04,-0.9,-0.9,560.0,752.0,74.5,10082.0,3696.0,245.0,281.0,87.2,255.0,328.0,77.7,55.0,123.0,44.7,-0.6,27.0,37.0,30.0,14.0,71.0,583.0,169.0,14.0,1.0,52.0,19.0,71.0,21.0,10.0,4.0,4.0,425.0,170.0,157.0,73.0,516.0,23.0,134.0,0.0,2.0,9.0,9.0,25.0,49.0,3.28,33.0,6.0,4.0,1.0,2.0,5.0,0.33,4.0,0.0,0.0,0.0,0.0,0.0,34.0,17.0,8.0,18.0,8.0,10.0,31.0,32.3,21.0,173.0,58.0,33.5,47.0,83.0,43.0,28.0,1.0,0.0,27.0,23.0,31.0,0.0,926.0,26.0,162.0,420.0,420.0,38.0,760.0,9.0,17.0,52.9,9.0,0.0,493.0,3175.0,2213.0,117.0,47.0,8.0,603.0,510.0,84.6,26.0,13.0,0.0,11.0,7.0,0.0,1.0,0.0,0.0,116.0,9.0,18.0,33.3
Marcus Coco,fr FRA,"FW,MF",Nantes,24-226,1996,20.0,13.0,1063.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.17,0.17,0.0,0.17,0.8,0.8,1.0,0.07,0.08,0.15,0.07,0.15,11.8,11.0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,0.08,-0.8,-0.8,313.0,451.0,69.4,4753.0,950.0,169.0,211.0,80.1,101.0,146.0,69.2,22.0,52.0,42.3,1.0,11.0,17.0,8.0,2.0,28.0,438.0,13.0,2.0,1.0,90.0,9.0,14.0,6.0,2.0,2.0,0.0,304.0,71.0,76.0,62.0,337.0,15.0,5.0,5.0,4.0,10.0,15.0,26.0,25.0,2.12,17.0,1.0,2.0,1.0,2.0,4.0,0.34,2.0,1.0,0.0,1.0,0.0,0.0,29.0,19.0,10.0,10.0,9.0,8.0,18.0,44.4,10.0,218.0,59.0,27.1,53.0,106.0,59.0,13.0,1.0,0.0,12.0,11.0,7.0,0.0,614.0,12.0,89.0,313.0,256.0,33.0,602.0,24.0,33.0,72.7,24.0,1.0,424.0,1955.0,938.0,43.0,18.0,2.0,595.0,435.0,73.1,27.0,32.0,0.0,33.0,25.0,1.0,1.0,0.0,0.0,95.0,28.0,36.0,43.8
Racine Coly,sn SEN,DF,Nice,25-059,1995,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,20.0,90.0,161.0,47.0,16.0,16.0,100.0,2.0,3.0,66.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,2.0,7.0,7.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,75.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,6.0,16.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,13.0,70.0,60.0,2.0,1.0,0.0,14.0,13.0,92.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Daniel Congré,fr FRA,DF,Montpellier,35-306,1985,23.0,23.0,2039.0,2.0,0.0,0.0,0.0,4.0,0.0,0.09,0.0,0.09,0.09,0.09,1.0,1.0,0.1,0.05,0.0,0.05,0.05,0.05,22.7,11.0,2.0,0.0,18.2,0.49,0.09,0.18,1.0,0.09,1.0,1.0,860.0,1010.0,85.1,18845.0,7252.0,236.0,261.0,90.4,434.0,478.0,90.8,179.0,243.0,73.7,-0.1,3.0,54.0,1.0,0.0,66.0,967.0,43.0,38.0,1.0,82.0,18.0,3.0,0.0,0.0,0.0,0.0,730.0,93.0,187.0,228.0,701.0,56.0,5.0,0.0,0.0,13.0,15.0,17.0,12.0,0.53,10.0,0.0,0.0,2.0,0.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0,31.0,21.0,24.0,7.0,0.0,14.0,38.0,36.8,24.0,192.0,79.0,41.1,110.0,70.0,12.0,40.0,22.0,0.0,18.0,34.0,104.0,1.0,1232.0,145.0,643.0,622.0,49.0,17.0,1191.0,3.0,4.0,75.0,3.0,0.0,686.0,3806.0,2233.0,37.0,4.0,0.0,773.0,760.0,98.3,4.0,3.0,0.0,20.0,16.0,0.0,0.0,1.0,0.0,205.0,42.0,32.0,56.8
