player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Jérémy Pied,fr FRA,DF,Lille,31-348,1989,4.0,3.0,230.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.09,0.1,0.01,0.1,2.6,1.0,1.0,0.0,100.0,0.39,0.39,0.0,0.0,0.03,0.0,0.0,170.0,211.0,80.6,3295.0,1299.0,68.0,77.0,88.3,72.0,89.0,80.9,27.0,40.0,67.5,-0.2,3.0,16.0,6.0,5.0,27.0,179.0,32.0,2.0,0.0,10.0,4.0,9.0,0.0,0.0,0.0,0.0,120.0,43.0,48.0,20.0,148.0,10.0,30.0,0.0,0.0,5.0,7.0,5.0,3.0,1.17,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,7.0,14.3,6.0,30.0,8.0,26.7,7.0,14.0,9.0,4.0,1.0,0.0,3.0,3.0,4.0,0.0,227.0,6.0,52.0,121.0,74.0,3.0,198.0,1.0,1.0,100.0,1.0,0.0,132.0,815.0,492.0,29.0,10.0,0.0,159.0,148.0,93.1,0.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,33.0,4.0,5.0,44.4
Ronaël Pierre-Gabriel,fr FRA,DF,Brest,22-237,1998,18.0,18.0,1450.0,1.0,0.0,0.0,0.0,4.0,0.0,0.06,0.0,0.06,0.06,0.06,0.5,0.5,0.8,0.03,0.05,0.08,0.03,0.08,16.1,7.0,2.0,0.0,28.6,0.43,0.12,0.14,0.5,0.07,0.5,0.5,759.0,910.0,83.4,13688.0,5620.0,314.0,350.0,89.7,350.0,408.0,85.8,81.0,118.0,68.6,-0.8,12.0,58.0,22.0,6.0,76.0,743.0,167.0,13.0,0.0,96.0,4.0,14.0,0.0,0.0,0.0,0.0,574.0,169.0,167.0,35.0,683.0,25.0,154.0,1.0,0.0,18.0,20.0,24.0,29.0,1.8,24.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,27.0,34.0,11.0,0.0,16.0,31.0,51.6,15.0,180.0,67.0,37.2,103.0,53.0,24.0,20.0,6.0,0.0,14.0,17.0,40.0,0.0,1062.0,60.0,347.0,528.0,253.0,16.0,900.0,30.0,41.0,73.2,30.0,1.0,670.0,3032.0,1749.0,62.0,21.0,4.0,700.0,640.0,91.4,8.0,10.0,0.0,21.0,18.0,1.0,1.0,0.0,0.0,124.0,19.0,13.0,59.4
Maxime Poundjé,fr FRA,DF,Bordeaux,28-173,1992,10.0,2.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,3.2,1.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.04,0.0,0.0,125.0,167.0,74.9,2058.0,672.0,64.0,75.0,85.3,52.0,66.0,78.8,7.0,14.0,50.0,0.0,0.0,5.0,1.0,1.0,5.0,141.0,26.0,5.0,0.0,18.0,1.0,4.0,0.0,0.0,0.0,0.0,102.0,34.0,31.0,111.0,20.0,4.0,21.0,1.0,0.0,5.0,5.0,10.0,1.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,33.3,2.0,20.0,6.0,30.0,7.0,9.0,4.0,5.0,3.0,0.0,2.0,5.0,4.0,0.0,190.0,7.0,54.0,108.0,41.0,0.0,166.0,3.0,4.0,75.0,3.0,0.0,128.0,774.0,452.0,23.0,4.0,0.0,134.0,127.0,94.8,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,21.0,13.0,6.0,68.4
Sanjin Prcić,ba BIH,MF,Strasbourg,27-077,1993,9.0,2.0,237.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.05,0.08,0.13,0.05,0.13,2.6,5.0,1.0,0.0,20.0,1.9,0.38,0.0,0.0,0.03,-0.1,-0.1,133.0,160.0,83.1,2893.0,625.0,46.0,50.0,92.0,51.0,56.0,91.1,31.0,44.0,70.5,-0.2,3.0,11.0,5.0,2.0,9.0,152.0,8.0,6.0,0.0,17.0,10.0,4.0,2.0,0.0,1.0,0.0,106.0,20.0,34.0,31.0,124.0,3.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1.52,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,31.0,8.0,25.8,13.0,16.0,2.0,4.0,0.0,0.0,4.0,2.0,3.0,0.0,178.0,2.0,47.0,115.0,34.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,126.0,661.0,346.0,12.0,2.0,0.0,132.0,125.0,94.7,1.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,32.0,2.0,1.0,66.7
Nicolas de Préville,fr FRA,"FW,MF",Bordeaux,30-028,1991,21.0,10.0,988.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,2.1,2.1,1.3,0.19,0.12,0.3,0.19,0.3,11.0,18.0,5.0,2.0,27.8,1.64,0.46,0.0,0.0,0.11,-2.1,-2.1,309.0,429.0,72.0,5442.0,1557.0,151.0,181.0,83.4,108.0,150.0,72.0,38.0,66.0,57.6,-0.3,16.0,29.0,6.0,1.0,35.0,377.0,52.0,17.0,0.0,73.0,18.0,17.0,19.0,9.0,2.0,4.0,298.0,44.0,87.0,64.0,329.0,18.0,5.0,5.0,0.0,12.0,13.0,17.0,41.0,3.73,22.0,8.0,3.0,2.0,3.0,4.0,0.36,3.0,1.0,0.0,0.0,0.0,0.0,22.0,14.0,7.0,9.0,6.0,7.0,25.0,28.0,18.0,191.0,46.0,24.1,40.0,85.0,66.0,10.0,0.0,0.0,10.0,10.0,5.0,0.0,600.0,6.0,89.0,344.0,224.0,40.0,553.0,23.0,48.0,47.9,25.0,1.0,420.0,2299.0,1246.0,50.0,22.0,8.0,582.0,421.0,72.3,28.0,41.0,0.0,13.0,25.0,2.0,0.0,0.0,0.0,71.0,11.0,20.0,35.5
Anthony Racioppi,ch SUI,GK,Dijon,22-036,1998,14.0,14.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,449.0,64.4,8313.0,5797.0,64.0,65.0,98.5,133.0,134.0,99.3,91.0,248.0,36.7,0.0,0.0,1.0,0.0,0.0,0.0,287.0,162.0,39.0,0.0,23.0,7.0,0.0,0.0,0.0,0.0,0.0,216.0,6.0,227.0,17.0,358.0,0.0,0.0,66.0,1.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,485.0,447.0,483.0,2.0,0.0,0.0,323.0,1.0,1.0,100.0,1.0,0.0,188.0,735.0,430.0,0.0,0.0,0.0,184.0,182.0,98.9,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0
Nemanja Radonjić,rs SRB,FW,Marseille,24-356,1996,12.0,4.0,396.0,2.0,1.0,0.0,0.0,2.0,0.0,0.45,0.23,0.68,0.45,0.68,1.8,1.8,0.4,0.41,0.09,0.5,0.41,0.5,4.4,12.0,7.0,0.0,58.3,2.73,1.59,0.17,0.29,0.15,0.2,0.2,87.0,142.0,61.3,1098.0,389.0,65.0,91.0,71.4,18.0,29.0,62.1,2.0,10.0,20.0,0.6,5.0,4.0,4.0,1.0,13.0,138.0,4.0,0.0,1.0,22.0,6.0,9.0,2.0,1.0,1.0,0.0,101.0,25.0,16.0,10.0,123.0,4.0,0.0,0.0,0.0,3.0,9.0,7.0,10.0,2.27,7.0,0.0,2.0,1.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,4.0,3.0,4.0,4.0,11.0,36.4,7.0,65.0,23.0,35.4,19.0,20.0,26.0,7.0,0.0,0.0,7.0,2.0,1.0,0.0,211.0,2.0,30.0,92.0,104.0,22.0,207.0,8.0,19.0,42.1,8.0,1.0,152.0,863.0,620.0,38.0,4.0,7.0,244.0,151.0,61.9,8.0,15.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,31.0,6.0,16.0,27.3
Aleksandar Radovanović,rs SRB,DF,Lens,27-086,1993,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,42.0,71.4,721.0,182.0,3.0,6.0,50.0,19.0,23.0,82.6,7.0,11.0,63.6,0.0,0.0,2.0,0.0,0.0,1.0,40.0,2.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,8.0,36.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,33.3,3.0,6.0,0.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0,51.0,4.0,27.0,26.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,29.0,138.0,41.0,0.0,0.0,0.0,35.0,34.0,97.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,100.0
Rafinha,br BRA,MF,Paris S-G,27-359,1993,12.0,9.0,795.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.34,0.34,0.0,0.34,0.8,0.8,2.7,0.09,0.3,0.39,0.09,0.39,8.8,15.0,6.0,0.0,40.0,1.7,0.68,0.0,0.0,0.06,-0.8,-0.8,561.0,637.0,88.1,9623.0,2149.0,285.0,308.0,92.5,201.0,225.0,89.3,65.0,79.0,82.3,0.3,17.0,47.0,12.0,1.0,51.0,605.0,32.0,12.0,5.0,102.0,16.0,5.0,20.0,10.0,6.0,1.0,551.0,43.0,43.0,551.0,69.0,11.0,0.0,0.0,2.0,5.0,13.0,11.0,35.0,3.96,21.0,6.0,2.0,3.0,2.0,5.0,0.57,3.0,0.0,0.0,0.0,1.0,0.0,26.0,19.0,8.0,17.0,1.0,8.0,21.0,38.1,13.0,183.0,55.0,30.1,44.0,91.0,48.0,17.0,3.0,0.0,14.0,9.0,2.0,0.0,771.0,11.0,126.0,443.0,261.0,26.0,743.0,23.0,31.0,74.2,24.0,3.0,584.0,3066.0,1604.0,80.0,25.0,5.0,653.0,594.0,91.0,21.0,19.0,0.0,14.0,30.0,1.0,1.0,0.0,0.0,89.0,7.0,8.0,46.7
Predrag Rajković,rs SRB,GK,Reims,25-097,1995,22.0,22.0,1935.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,782.0,63.6,16296.0,9629.0,50.0,50.0,100.0,237.0,240.0,98.8,209.0,491.0,42.6,0.0,1.0,8.0,1.0,0.0,0.0,513.0,269.0,67.0,0.0,37.0,17.0,0.0,0.0,0.0,0.0,0.0,341.0,37.0,404.0,87.0,564.0,2.0,0.0,87.0,5.0,26.0,3.0,2.0,2.0,0.09,1.0,1.0,0.0,0.0,0.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,20.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,843.0,692.0,838.0,7.0,0.0,0.0,579.0,0.0,0.0,0.0,0.0,0.0,383.0,2117.0,1016.0,0.0,0.0,0.0,350.0,350.0,100.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,113.0,0.0,0.0,0.0
Jeff Reine-Adélaïde,fr FRA,"MF,FW",Nice,23-019,1998,14.0,12.0,1058.0,1.0,2.0,0.0,0.0,1.0,0.0,0.09,0.17,0.26,0.09,0.26,1.2,1.2,2.4,0.11,0.2,0.31,0.11,0.31,11.8,15.0,6.0,0.0,40.0,1.28,0.51,0.07,0.17,0.08,-0.2,-0.2,497.0,593.0,83.8,9070.0,1964.0,214.0,238.0,89.9,214.0,244.0,87.7,55.0,85.0,64.7,-0.4,17.0,49.0,13.0,2.0,50.0,563.0,30.0,12.0,4.0,80.0,18.0,11.0,9.0,6.0,3.0,0.0,479.0,46.0,68.0,60.0,513.0,5.0,5.0,5.0,1.0,11.0,11.0,14.0,32.0,2.72,20.0,4.0,5.0,0.0,3.0,3.0,0.26,2.0,0.0,0.0,0.0,1.0,0.0,9.0,5.0,2.0,3.0,4.0,4.0,17.0,23.5,13.0,122.0,29.0,23.8,24.0,64.0,34.0,11.0,2.0,0.0,9.0,8.0,6.0,0.0,750.0,11.0,107.0,465.0,253.0,28.0,722.0,43.0,59.0,72.9,43.0,3.0,606.0,3018.0,1478.0,73.0,27.0,5.0,716.0,604.0,84.4,28.0,43.0,0.0,6.0,21.0,3.0,1.0,0.0,0.0,77.0,5.0,10.0,33.3
Jeff Reine-Adélaïde,fr FRA,FW,Lyon,23-019,1998,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.39,0.18,0.57,0.39,0.57,0.3,1.0,1.0,0.0,100.0,3.75,3.75,0.0,0.0,0.1,-0.1,-0.1,15.0,19.0,78.9,246.0,71.0,9.0,11.0,81.8,5.0,5.0,100.0,1.0,2.0,50.0,0.0,1.0,3.0,1.0,0.0,2.0,16.0,3.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,15.0,2.0,2.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.0,1.0,10.0,19.0,1.0,22.0,3.0,5.0,60.0,3.0,0.0,23.0,130.0,81.0,5.0,3.0,1.0,22.0,21.0,95.5,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Panagiotis Retsos,gr GRE,DF,Saint-Étienne,22-180,1998,4.0,4.0,272.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.02,0.03,0.01,0.03,3.0,1.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.02,0.0,0.0,161.0,187.0,86.1,3295.0,973.0,60.0,64.0,93.8,73.0,88.0,83.0,28.0,34.0,82.4,-0.1,2.0,9.0,1.0,0.0,9.0,183.0,4.0,2.0,0.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,148.0,13.0,26.0,23.0,143.0,10.0,2.0,1.0,0.0,3.0,1.0,0.0,3.0,0.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,7.0,0.0,0.0,4.0,10.0,40.0,6.0,36.0,15.0,41.7,21.0,14.0,1.0,2.0,1.0,0.0,1.0,7.0,17.0,0.0,215.0,29.0,116.0,109.0,8.0,2.0,211.0,3.0,3.0,100.0,3.0,0.0,138.0,917.0,625.0,18.0,3.0,0.0,142.0,136.0,95.8,0.0,1.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,40.0,15.0,7.0,68.2
Baptiste Reynet,fr FRA,GK,Nîmes,30-100,1990,22.0,22.0,1980.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.02,0.02,0.0,0.02,22.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.0,600.0,891.0,67.3,19619.0,11505.0,55.0,55.0,100.0,303.0,304.0,99.7,241.0,531.0,45.4,-0.5,2.0,13.0,1.0,0.0,1.0,626.0,265.0,95.0,1.0,41.0,27.0,0.0,0.0,0.0,0.0,0.0,410.0,37.0,444.0,61.0,675.0,2.0,1.0,84.0,1.0,26.0,3.0,2.0,4.0,0.18,4.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,16.7,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,966.0,798.0,960.0,8.0,3.0,1.0,702.0,0.0,0.0,0.0,0.0,0.0,452.0,2021.0,1180.0,0.0,0.0,0.0,442.0,442.0,100.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,125.0,1.0,0.0,100.0
Sergio Rico,es ESP,GK,Paris S-G,27-157,1993,7.0,6.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,147.0,93.9,2927.0,1834.0,42.0,42.0,100.0,73.0,73.0,100.0,22.0,31.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,48.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,9.0,13.0,23.0,92.0,1.0,0.0,29.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,140.0,162.0,1.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,62.0,241.0,109.0,0.0,0.0,0.0,60.0,59.0,98.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0
Renaud Ripart,fr FRA,"FW,MF",Nîmes,27-328,1993,22.0,19.0,1708.0,4.0,0.0,3.0,3.0,2.0,0.0,0.21,0.0,0.21,0.05,0.05,3.8,1.5,0.7,0.2,0.04,0.24,0.08,0.12,19.0,30.0,6.0,0.0,20.0,1.58,0.32,0.03,0.17,0.05,0.2,-0.5,481.0,686.0,70.1,8210.0,2562.0,236.0,292.0,80.8,171.0,232.0,73.7,52.0,92.0,56.5,-0.7,7.0,40.0,11.0,6.0,46.0,606.0,80.0,5.0,1.0,135.0,14.0,26.0,1.0,0.0,1.0,0.0,401.0,164.0,121.0,114.0,428.0,36.0,71.0,8.0,2.0,15.0,18.0,51.0,25.0,1.32,17.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,21.0,16.0,9.0,5.0,11.0,40.0,27.5,29.0,297.0,96.0,32.3,94.0,131.0,72.0,48.0,8.0,0.0,40.0,24.0,38.0,0.0,962.0,55.0,220.0,460.0,343.0,49.0,881.0,21.0,46.0,45.7,23.0,3.0,551.0,2524.0,1292.0,61.0,19.0,4.0,803.0,592.0,73.7,36.0,26.0,0.0,15.0,37.0,4.0,0.0,0.0,0.0,133.0,38.0,44.0,46.3
Mihailo Ristić,rs SRB,DF,Montpellier,25-097,1995,20.0,17.0,1336.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,0.5,0.5,1.4,0.03,0.09,0.13,0.03,0.13,14.8,14.0,5.0,0.0,35.7,0.94,0.34,0.0,0.0,0.04,-0.5,-0.5,600.0,768.0,78.1,11849.0,4551.0,253.0,282.0,89.7,237.0,289.0,82.0,97.0,161.0,60.2,0.6,15.0,43.0,19.0,10.0,56.0,624.0,144.0,7.0,2.0,81.0,31.0,36.0,0.0,0.0,0.0,0.0,418.0,156.0,194.0,516.0,80.0,27.0,137.0,0.0,3.0,7.0,9.0,33.0,32.0,2.16,23.0,2.0,2.0,2.0,2.0,4.0,0.27,3.0,0.0,0.0,1.0,0.0,0.0,35.0,16.0,18.0,10.0,7.0,15.0,29.0,51.7,14.0,163.0,50.0,30.7,65.0,65.0,33.0,25.0,4.0,0.0,21.0,16.0,27.0,0.0,936.0,50.0,263.0,452.0,282.0,10.0,795.0,15.0,28.0,53.6,16.0,3.0,565.0,3347.0,1828.0,70.0,27.0,2.0,621.0,560.0,90.2,15.0,20.0,0.0,11.0,13.0,0.0,0.0,1.0,0.0,116.0,14.0,13.0,51.9
Maxence Rivera,fr FRA,"MF,FW",Saint-Étienne,18-251,2002,14.0,1.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.02,0.06,0.05,0.06,2.1,2.0,1.0,0.0,50.0,0.93,0.47,0.0,0.0,0.05,-0.1,-0.1,67.0,91.0,73.6,1094.0,285.0,32.0,35.0,91.4,28.0,38.0,73.7,5.0,13.0,38.5,0.0,1.0,6.0,0.0,0.0,9.0,89.0,2.0,1.0,0.0,8.0,3.0,5.0,0.0,0.0,0.0,0.0,65.0,13.0,13.0,12.0,75.0,3.0,1.0,0.0,0.0,4.0,5.0,1.0,3.0,1.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,4.0,3.0,4.0,1.0,7.0,14.3,6.0,77.0,18.0,23.4,19.0,33.0,25.0,6.0,0.0,0.0,6.0,3.0,0.0,0.0,138.0,2.0,30.0,73.0,51.0,2.0,136.0,4.0,11.0,36.4,5.0,1.0,92.0,496.0,347.0,13.0,6.0,1.0,116.0,94.0,81.0,11.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0
Christopher Rocchia,fr FRA,DF,Marseille,23-004,1998,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,100.0,125.0,13.0,7.0,7.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,5.0,8.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,8.0,36.0,32.0,0.0,0.0,0.0,8.0,7.0,87.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Valentin Rongier,fr FRA,MF,Marseille,26-060,1994,18.0,17.0,1426.0,1.0,1.0,0.0,0.0,5.0,0.0,0.06,0.06,0.13,0.06,0.13,0.8,0.8,0.8,0.05,0.05,0.1,0.05,0.1,15.8,13.0,4.0,0.0,30.8,0.82,0.25,0.08,0.25,0.06,0.2,0.2,909.0,1046.0,86.9,15579.0,3340.0,449.0,492.0,91.3,352.0,394.0,89.3,83.0,113.0,73.5,0.2,9.0,76.0,8.0,1.0,58.0,1024.0,22.0,18.0,2.0,138.0,26.0,3.0,1.0,0.0,0.0,0.0,832.0,122.0,92.0,222.0,769.0,37.0,1.0,3.0,2.0,18.0,14.0,23.0,25.0,1.58,19.0,0.0,0.0,3.0,1.0,3.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0,80.0,57.0,29.0,45.0,6.0,32.0,66.0,48.5,34.0,407.0,132.0,32.4,119.0,219.0,69.0,27.0,2.0,0.0,25.0,21.0,15.0,0.0,1240.0,34.0,280.0,835.0,204.0,11.0,1221.0,19.0,28.0,67.9,22.0,0.0,779.0,3876.0,1944.0,86.0,20.0,3.0,950.0,865.0,91.1,14.0,15.0,0.0,31.0,16.0,1.0,0.0,0.0,0.0,191.0,15.0,23.0,39.5
