player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Galeno,br BRA,MF,Braga,23-112,1997,17.0,15.0,1211.0,2.0,2.0,0.0,0.0,4.0,0.0,0.15,0.15,0.3,0.15,0.3,13.5,39.0,9.0,23.1,2.9,0.67,0.05,0.22,0.0,13.0,31.0,0.0,49.0,15.0,9.0,0.0,0.0,0.0
Javi García,es ESP,MF,Boavista,34-003,1987,15.0,14.0,1212.0,1.0,1.0,0.0,0.0,8.0,2.0,0.07,0.07,0.15,0.07,0.15,13.5,11.0,4.0,36.4,0.82,0.3,0.09,0.25,2.0,23.0,14.0,1.0,0.0,11.0,10.0,0.0,0.0,0.0
Ryan Gauld,sco SCO,"MF,FW",SC Farense,25-057,1995,17.0,17.0,1514.0,5.0,4.0,2.0,3.0,3.0,0.0,0.3,0.24,0.54,0.18,0.42,16.8,35.0,13.0,37.1,2.08,0.77,0.09,0.23,0.0,18.0,33.0,4.0,103.0,22.0,26.0,0.0,0.0,0.0
Gelson,ao ANG,FW,Rio Ave,24-213,1996,16.0,13.0,1220.0,1.0,2.0,0.0,0.0,1.0,0.0,0.07,0.15,0.22,0.07,0.22,13.6,24.0,9.0,37.5,1.77,0.66,0.04,0.11,0.0,17.0,29.0,10.0,9.0,4.0,9.0,0.0,0.0,0.0
Francisco Geraldes,pt POR,"MF,FW",Rio Ave,25-299,1995,17.0,10.0,870.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.21,0.21,0.0,0.21,9.7,17.0,7.0,41.2,1.76,0.72,0.0,0.0,0.0,6.0,24.0,1.0,6.0,7.0,10.0,0.0,0.0,0.0
Getterson,br BRA,"MF,FW",Marítimo,29-271,1991,2.0,2.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
Gilberto,br BRA,DF,Benfica,27-341,1993,14.0,13.0,1114.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,12.4,5.0,1.0,20.0,0.4,0.08,0.0,0.0,0.0,27.0,15.0,1.0,40.0,15.0,27.0,0.0,0.0,1.0
Angel Gomes,eng ENG,"FW,MF",Boavista,20-164,2000,15.0,15.0,1303.0,3.0,3.0,1.0,1.0,5.0,0.0,0.21,0.21,0.41,0.14,0.35,14.5,28.0,8.0,28.6,1.93,0.55,0.07,0.25,0.0,21.0,28.0,2.0,36.0,5.0,11.0,0.0,0.0,0.0
Eulânio Ângelo Chipela Gomes,gw GNB,MF,Marítimo,26-270,1994,3.0,3.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,3.0,5.0,2.0,40.0,1.67,0.67,0.2,0.5,0.0,6.0,4.0,0.0,10.0,5.0,2.0,0.0,0.0,0.0
Eulânio Ângelo Chipela Gomes,gw GNB,DF,Porto,26-270,1994,6.0,4.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,2.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,9.0,4.0,0.0,10.0,3.0,7.0,0.0,0.0,0.0
Henrique Gomes,pt POR,DF,Gil Vicente FC,25-073,1995,4.0,2.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0
Rodrigo Gomes,pt POR,FW,Braga,17-219,2003,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,8.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Gómez,mx MEX,DF,Boavista,19-011,2002,4.0,3.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0
Claude Gonçalves,pt POR,MF,Gil Vicente FC,26-308,1994,18.0,16.0,1391.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.06,0.13,0.06,0.13,15.5,14.0,4.0,28.6,0.91,0.26,0.07,0.25,0.0,39.0,30.0,1.0,7.0,22.0,26.0,0.0,0.0,0.0
Diogo Gonçalves,pt POR,"FW,MF",Benfica,24-005,1997,7.0,0.0,149.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,4.0,1.0,0.0,13.0,1.0,2.0,0.0,0.0,0.0
Jota Gonçalves,pt POR,MF,Tondela,20-239,2000,4.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Pedro Gonçalves,pt POR,MF,Sporting CP,22-228,1998,16.0,16.0,1356.0,14.0,2.0,0.0,0.0,4.0,1.0,0.93,0.13,1.06,0.93,1.06,15.1,46.0,24.0,52.2,3.05,1.59,0.3,0.58,1.0,16.0,18.0,6.0,36.0,12.0,16.0,0.0,0.0,0.0
Cristian González,uy URU,DF,Santa Clara,24-203,1996,2.0,1.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Mario González,es ESP,FW,Tondela,24-352,1996,11.0,10.0,780.0,5.0,1.0,0.0,0.0,0.0,0.0,0.58,0.12,0.69,0.58,0.69,8.7,17.0,10.0,58.8,1.96,1.15,0.29,0.5,0.0,9.0,10.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0
Kenji Gorré,cw CUW,"MF,FW",Nacional,26-135,1994,17.0,9.0,905.0,2.0,3.0,0.0,0.0,5.0,0.0,0.2,0.3,0.5,0.2,0.5,10.1,24.0,11.0,45.8,2.39,1.09,0.08,0.18,0.0,33.0,13.0,2.0,14.0,3.0,14.0,0.0,0.0,0.0
Jaume Grau,es ESP,MF,Tondela,23-282,1997,15.0,12.0,1121.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,8.0,1.0,12.5,0.64,0.08,0.0,0.0,0.0,26.0,14.0,0.0,2.0,16.0,16.0,0.0,0.0,0.0
Álex Grimaldo,es ESP,"DF,MF",Benfica,25-144,1995,15.0,14.0,1219.0,2.0,4.0,0.0,0.0,0.0,0.0,0.15,0.3,0.44,0.15,0.44,13.5,8.0,4.0,50.0,0.59,0.3,0.25,0.5,0.0,6.0,6.0,2.0,53.0,16.0,18.0,0.0,0.0,0.0
Marko Grujić,rs SRB,MF,Porto,24-304,1996,10.0,3.0,260.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,4.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0
Alexandre Guedes,pt POR,FW,Famalicão,27-000,1994,4.0,1.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,40.0,2.51,1.01,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Guimarães,br BRA,GK,Nacional,33-299,1987,14.0,14.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rafik Guitane,fr FRA,"MF,FW",Marítimo,21-261,1999,12.0,9.0,725.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.12,0.12,0.0,0.12,8.1,5.0,2.0,40.0,0.62,0.25,0.0,0.0,0.0,9.0,22.0,0.0,4.0,4.0,6.0,0.0,0.0,0.0
Tim Hall,lu LUX,DF,Gil Vicente FC,23-302,1997,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Yanis Hamache,fr FRA,DF,Boavista,21-213,1999,14.0,8.0,749.0,2.0,2.0,0.0,0.0,1.0,0.0,0.24,0.24,0.48,0.24,0.48,8.3,14.0,7.0,50.0,1.68,0.84,0.14,0.29,0.0,20.0,5.0,2.0,62.0,17.0,13.0,0.0,0.0,0.0
Boubacar Hanne,pt POR,FW,Gil Vicente FC,21-351,1999,6.0,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Henrique,br BRA,FW,Portimonense,26-037,1995,12.0,1.0,228.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,4.0,1.0,25.0,1.58,0.39,0.0,0.0,0.0,7.0,3.0,0.0,36.0,5.0,6.0,0.0,0.0,0.0
Henrique,br BRA,DF,Belenenses,34-120,1986,14.0,14.0,1186.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.08,0.08,0.0,0.08,13.2,8.0,0.0,0.0,0.61,0.0,0.0,0.0,1.0,16.0,9.0,1.0,1.0,16.0,8.0,0.0,0.0,0.0
