player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,minutes_90s,shots_total,shots_on_target,shots_free_kicks,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,23-330,1997,12.0,8.0,681.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13,0.13,0.26,0.13,0.26,0.9,0.9,1.4,0.12,0.18,0.3,0.12,0.3,7.6,10.0,4.0,0.0,40.0,1.32,0.53,0.1,0.25,0.09,0.1,0.1,160.0,194.0,82.5,2741.0,625.0,73.0,83.0,88.0,71.0,79.0,89.9,14.0,21.0,66.7,-0.4,8.0,12.0,5.0,1.0,22.0,189.0,5.0,0.0,0.0,32.0,1.0,6.0,0.0,0.0,0.0,0.0,162.0,18.0,14.0,15.0,174.0,1.0,3.0,1.0,1.0,4.0,3.0,11.0,23.0,3.04,16.0,1.0,3.0,0.0,3.0,4.0,0.53,4.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,5.0,3.0,1.0,1.0,4.0,25.0,3.0,93.0,27.0,29.0,20.0,49.0,24.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,309.0,0.0,44.0,173.0,149.0,17.0,304.0,33.0,53.0,62.3,34.0,0.0,307.0,2164.0,1406.0,68.0,27.0,5.0,299.0,241.0,80.6,17.0,28.0,0.0,8.0,25.0,0.0,0.0,1.0,0.0,45.0,0.0,1.0,0.0
Romain Saïss,ma MAR,DF,Wolves,30-316,1990,14.0,14.0,1237.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,1.4,1.4,0.1,0.1,0.01,0.11,0.1,0.11,13.7,17.0,8.0,1.0,47.1,1.24,0.58,0.18,0.38,0.08,1.6,1.6,612.0,730.0,83.8,13055.0,5094.0,192.0,203.0,94.6,305.0,346.0,88.2,109.0,164.0,66.5,-0.1,1.0,47.0,2.0,1.0,56.0,682.0,48.0,10.0,0.0,47.0,19.0,11.0,0.0,0.0,0.0,0.0,483.0,112.0,135.0,586.0,53.0,37.0,38.0,1.0,0.0,9.0,9.0,11.0,7.0,0.51,5.0,1.0,0.0,1.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,14.0,2.0,0.0,5.0,13.0,38.5,8.0,114.0,39.0,34.2,79.0,32.0,3.0,26.0,8.0,1.0,18.0,12.0,83.0,0.0,897.0,121.0,443.0,401.0,92.0,20.0,849.0,5.0,10.0,50.0,5.0,0.0,505.0,2537.0,1516.0,38.0,7.0,0.0,620.0,596.0,96.1,3.0,2.0,0.0,12.0,6.0,1.0,0.0,1.0,0.0,105.0,44.0,35.0,55.7
Bukayo Saka,eng ENG,"FW,DF",Arsenal,19-153,2001,19.0,18.0,1591.0,5.0,2.0,0.0,0.0,0.0,0.0,0.28,0.11,0.4,0.28,0.4,5.4,5.4,2.8,0.31,0.16,0.47,0.31,0.47,17.7,45.0,18.0,1.0,40.0,2.55,1.02,0.11,0.28,0.12,-0.4,-0.4,502.0,691.0,72.6,8019.0,2130.0,273.0,323.0,84.5,181.0,228.0,79.4,37.0,104.0,35.6,-0.8,22.0,35.0,14.0,4.0,44.0,611.0,80.0,17.0,2.0,140.0,20.0,51.0,44.0,15.0,14.0,5.0,454.0,92.0,145.0,512.0,128.0,23.0,19.0,2.0,0.0,7.0,9.0,32.0,59.0,3.34,34.0,9.0,6.0,5.0,5.0,7.0,0.4,5.0,0.0,1.0,0.0,1.0,0.0,16.0,10.0,6.0,9.0,1.0,1.0,20.0,5.0,19.0,205.0,63.0,30.7,54.0,85.0,66.0,32.0,2.0,0.0,30.0,15.0,16.0,0.0,934.0,34.0,146.0,376.0,483.0,90.0,858.0,28.0,50.0,56.0,30.0,2.0,660.0,3340.0,2092.0,118.0,31.0,18.0,829.0,648.0,78.2,31.0,38.0,0.0,10.0,38.0,9.0,0.0,0.0,1.0,112.0,11.0,27.0,28.9
Mamadou Sakho,fr FRA,DF,Crystal Palace,30-358,1990,4.0,3.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,3.1,1.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.02,0.0,0.0,72.0,82.0,87.8,1518.0,639.0,22.0,26.0,84.6,33.0,33.0,100.0,16.0,22.0,72.7,0.0,0.0,2.0,0.0,0.0,3.0,72.0,10.0,9.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,8.0,17.0,60.0,16.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,3.0,0.0,3.0,3.0,100.0,0.0,14.0,6.0,42.9,8.0,6.0,0.0,3.0,2.0,0.0,1.0,0.0,14.0,1.0,108.0,26.0,61.0,48.0,4.0,2.0,98.0,0.0,0.0,0.0,0.0,0.0,50.0,270.0,153.0,3.0,2.0,0.0,59.0,56.0,94.9,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,17.0,5.0,8.0,38.5
Mohamed Salah,eg EGY,FW,Liverpool,28-235,1992,21.0,19.0,1742.0,15.0,3.0,5.0,5.0,0.0,0.0,0.77,0.15,0.93,0.52,0.67,11.2,7.5,3.4,0.58,0.17,0.76,0.39,0.56,19.4,65.0,26.0,1.0,40.0,3.36,1.34,0.15,0.38,0.12,3.8,2.5,649.0,773.0,84.0,9933.0,2147.0,392.0,425.0,92.2,193.0,230.0,83.9,45.0,73.0,61.6,-0.4,31.0,39.0,43.0,7.0,77.0,759.0,14.0,2.0,5.0,116.0,12.0,28.0,0.0,0.0,0.0,0.0,623.0,75.0,75.0,627.0,121.0,11.0,2.0,4.0,2.0,4.0,16.0,25.0,63.0,3.25,45.0,1.0,3.0,8.0,4.0,8.0,0.41,5.0,0.0,0.0,2.0,1.0,0.0,19.0,9.0,5.0,6.0,8.0,6.0,10.0,60.0,4.0,231.0,76.0,32.9,15.0,60.0,156.0,7.0,1.0,0.0,6.0,4.0,7.0,0.0,1051.0,7.0,42.0,387.0,684.0,170.0,1032.0,32.0,63.0,50.8,37.0,2.0,819.0,3795.0,2000.0,129.0,37.0,22.0,1261.0,880.0,69.8,66.0,59.0,0.0,12.0,14.0,9.0,1.0,0.0,0.0,99.0,16.0,37.0,30.2
Davinson Sánchez,co COL,DF,Tottenham,24-238,1996,8.0,7.0,586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.11,0.0,0.11,0.11,0.11,6.5,4.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.18,-0.7,-0.7,326.0,377.0,86.5,7191.0,1860.0,84.0,94.0,89.4,182.0,198.0,91.9,58.0,76.0,76.3,0.0,0.0,6.0,0.0,0.0,15.0,365.0,12.0,11.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,305.0,24.0,48.0,53.0,291.0,21.0,1.0,1.0,0.0,3.0,3.0,6.0,2.0,0.31,1.0,0.0,0.0,1.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,12.0,3.0,0.0,5.0,12.0,41.7,7.0,65.0,18.0,27.7,43.0,19.0,3.0,9.0,5.0,0.0,4.0,3.0,39.0,0.0,447.0,63.0,249.0,213.0,9.0,4.0,435.0,0.0,0.0,0.0,0.0,0.0,275.0,1368.0,660.0,15.0,2.0,0.0,307.0,304.0,99.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,1.0,1.0,64.0,20.0,9.0,69.0
Robert Sánchez,es ESP,GK,Brighton,23-079,1997,11.0,11.0,990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,412.0,65.5,9267.0,5679.0,35.0,36.0,97.2,120.0,122.0,98.4,115.0,253.0,45.5,0.0,0.0,10.0,0.0,0.0,0.0,317.0,95.0,16.0,0.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,174.0,22.0,216.0,43.0,292.0,0.0,0.0,47.0,4.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.0,381.0,434.0,1.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,227.0,1090.0,550.0,0.0,0.0,0.0,237.0,234.0,98.7,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,61.0,0.0,0.0,0.0
Morgan Sanson,fr FRA,MF,Aston Villa,26-171,1994,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,85.7,83.0,39.0,4.0,4.0,100.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,61.0,36.0,2.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
Romaine Sawyers,kn SKN,MF,West Brom,29-095,1991,18.0,16.0,1410.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.01,0.02,0.03,0.01,0.03,15.7,4.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.04,-0.1,-0.1,575.0,680.0,84.6,11265.0,3000.0,221.0,251.0,88.0,260.0,295.0,88.1,85.0,111.0,76.6,-0.4,5.0,56.0,5.0,2.0,50.0,654.0,26.0,18.0,1.0,91.0,19.0,3.0,0.0,0.0,0.0,0.0,495.0,75.0,110.0,69.0,567.0,25.0,0.0,8.0,3.0,7.0,9.0,15.0,14.0,0.89,12.0,0.0,0.0,0.0,2.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,29.0,17.0,20.0,8.0,1.0,10.0,34.0,29.4,24.0,308.0,73.0,23.7,152.0,132.0,24.0,18.0,2.0,0.0,16.0,21.0,12.0,1.0,805.0,28.0,244.0,505.0,95.0,2.0,779.0,9.0,19.0,47.4,11.0,0.0,491.0,2508.0,1043.0,35.0,3.0,0.0,540.0,508.0,94.1,9.0,16.0,0.0,17.0,13.0,0.0,0.0,0.0,1.0,173.0,13.0,4.0,76.5
Fabian Schär,ch SUI,DF,Newcastle Utd,29-047,1991,15.0,12.0,1132.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.03,0.0,0.03,0.03,0.03,12.6,9.0,4.0,2.0,44.4,0.72,0.32,0.0,0.0,0.04,-0.4,-0.4,416.0,536.0,77.6,10067.0,4223.0,114.0,128.0,89.1,194.0,221.0,87.8,107.0,181.0,59.1,0.0,1.0,37.0,10.0,0.0,34.0,487.0,49.0,26.0,2.0,58.0,29.0,3.0,0.0,0.0,0.0,0.0,322.0,58.0,156.0,76.0,407.0,21.0,23.0,0.0,3.0,12.0,12.0,7.0,8.0,0.64,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.0,15.0,4.0,0.0,7.0,22.0,31.8,15.0,102.0,31.0,30.4,59.0,39.0,4.0,20.0,12.0,0.0,8.0,19.0,58.0,1.0,674.0,94.0,391.0,282.0,54.0,7.0,628.0,7.0,10.0,70.0,7.0,1.0,409.0,2319.0,1380.0,32.0,6.0,0.0,408.0,389.0,95.3,4.0,5.0,0.0,19.0,15.0,1.0,0.0,0.0,0.0,113.0,20.0,19.0,51.3
Jeffrey Schlupp,gh GHA,MF,Crystal Palace,28-044,1992,15.0,12.0,976.0,2.0,1.0,0.0,0.0,2.0,0.0,0.18,0.09,0.28,0.18,0.28,1.3,1.3,0.9,0.12,0.08,0.2,0.12,0.2,10.8,13.0,6.0,0.0,46.2,1.2,0.55,0.15,0.33,0.1,0.7,0.7,198.0,285.0,69.5,3034.0,807.0,106.0,137.0,77.4,73.0,103.0,70.9,11.0,20.0,55.0,0.1,11.0,19.0,6.0,1.0,23.0,276.0,9.0,2.0,0.0,79.0,3.0,21.0,0.0,0.0,0.0,0.0,189.0,41.0,55.0,183.0,49.0,19.0,6.0,3.0,1.0,3.0,5.0,17.0,24.0,2.21,18.0,0.0,2.0,1.0,3.0,4.0,0.37,2.0,0.0,0.0,1.0,1.0,0.0,16.0,7.0,8.0,6.0,2.0,6.0,18.0,33.3,12.0,150.0,38.0,25.3,58.0,69.0,23.0,28.0,7.0,0.0,21.0,10.0,5.0,1.0,445.0,14.0,69.0,226.0,185.0,39.0,436.0,24.0,42.0,57.1,26.0,0.0,289.0,1309.0,673.0,38.0,13.0,8.0,404.0,304.0,75.2,21.0,36.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0,64.0,29.0,35.0,45.3
Kasper Schmeichel,dk DEN,GK,Leicester City,34-092,1986,22.0,22.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.0,723.0,71.6,16499.0,9102.0,64.0,65.0,98.5,228.0,228.0,100.0,224.0,428.0,52.3,0.0,0.0,3.0,0.0,0.0,0.0,498.0,225.0,96.0,0.0,42.0,36.0,0.0,0.0,0.0,0.0,0.0,343.0,44.0,336.0,23.0,566.0,0.0,0.0,99.0,2.0,29.0,6.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,648.0,752.0,9.0,0.0,0.0,537.0,0.0,1.0,0.0,0.0,0.0,347.0,1550.0,823.0,0.0,0.0,0.0,350.0,348.0,99.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0
Nélson Semedo,pt POR,DF,Wolves,27-081,1993,19.0,19.0,1679.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,0.7,0.7,0.5,0.04,0.03,0.06,0.04,0.06,18.7,13.0,5.0,0.0,38.5,0.7,0.27,0.0,0.0,0.05,-0.7,-0.7,893.0,1096.0,81.5,14515.0,4486.0,524.0,572.0,91.6,277.0,334.0,82.9,79.0,136.0,58.1,0.5,9.0,57.0,16.0,8.0,57.0,896.0,200.0,5.0,1.0,109.0,17.0,33.0,0.0,0.0,0.0,0.0,650.0,264.0,182.0,154.0,698.0,34.0,195.0,2.0,2.0,13.0,18.0,41.0,30.0,1.61,26.0,0.0,0.0,2.0,1.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,34.0,10.0,6.0,21.0,40.0,52.5,19.0,304.0,89.0,29.3,156.0,101.0,47.0,44.0,10.0,0.0,34.0,28.0,44.0,0.0,1334.0,87.0,371.0,638.0,421.0,26.0,1137.0,44.0,62.0,71.0,46.0,0.0,858.0,4716.0,2797.0,129.0,39.0,6.0,874.0,801.0,91.6,23.0,21.0,0.0,30.0,22.0,2.0,0.0,1.0,1.0,143.0,23.0,23.0,50.0
Jamie Shackleton,eng ENG,"MF,DF",Leeds United,21-120,1999,9.0,1.0,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.08,0.08,0.0,0.08,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,135.0,85.9,1855.0,444.0,60.0,68.0,88.2,47.0,52.0,90.4,6.0,8.0,75.0,-0.3,2.0,6.0,1.0,1.0,5.0,123.0,12.0,1.0,0.0,20.0,2.0,2.0,0.0,0.0,0.0,0.0,95.0,28.0,12.0,29.0,88.0,3.0,11.0,1.0,1.0,3.0,0.0,5.0,5.0,1.49,5.0,0.0,0.0,0.0,0.0,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,2.0,0.0,1.0,5.0,20.0,4.0,48.0,10.0,20.8,16.0,21.0,11.0,5.0,1.0,0.0,4.0,5.0,5.0,0.0,165.0,8.0,34.0,78.0,59.0,8.0,153.0,1.0,3.0,33.3,3.0,0.0,101.0,421.0,220.0,12.0,4.0,2.0,136.0,107.0,78.7,5.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,22.0,3.0,3.0,50.0
Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,29-118,1991,8.0,4.0,377.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.48,0.48,0.0,0.48,0.3,0.3,1.7,0.06,0.4,0.47,0.06,0.47,4.2,8.0,0.0,0.0,0.0,1.91,0.0,0.0,0.0,0.03,-0.3,-0.3,225.0,271.0,83.0,3912.0,951.0,104.0,117.0,88.9,83.0,97.0,85.6,29.0,39.0,74.4,0.3,11.0,17.0,18.0,3.0,24.0,259.0,12.0,1.0,2.0,26.0,4.0,7.0,7.0,2.0,1.0,1.0,209.0,27.0,35.0,189.0,68.0,8.0,2.0,1.0,0.0,3.0,6.0,7.0,18.0,4.3,17.0,1.0,0.0,0.0,0.0,3.0,0.72,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,0.0,3.0,63.0,25.0,39.7,11.0,21.0,31.0,6.0,0.0,0.0,6.0,4.0,2.0,0.0,312.0,2.0,31.0,139.0,159.0,12.0,300.0,3.0,3.0,100.0,3.0,0.0,229.0,870.0,338.0,15.0,5.0,0.0,275.0,238.0,86.5,6.0,9.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,41.0,3.0,5.0,37.5
Billy Sharp,eng ENG,FW,Sheffield Utd,35-000,1986,10.0,4.0,407.0,3.0,0.0,2.0,2.0,1.0,0.0,0.66,0.0,0.66,0.22,0.22,2.7,1.2,0.1,0.59,0.02,0.61,0.26,0.28,4.5,6.0,2.0,0.0,33.3,1.33,0.44,0.17,0.5,0.19,0.3,-0.2,46.0,74.0,62.2,617.0,91.0,21.0,31.0,67.7,18.0,27.0,66.7,0.0,1.0,0.0,-0.1,2.0,2.0,1.0,0.0,4.0,68.0,6.0,0.0,0.0,18.0,0.0,4.0,0.0,0.0,0.0,0.0,46.0,15.0,13.0,8.0,51.0,2.0,0.0,4.0,2.0,3.0,1.0,8.0,2.0,0.44,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,5.0,1.0,3.0,7.0,42.9,4.0,94.0,25.0,26.6,7.0,40.0,47.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,124.0,0.0,7.0,45.0,80.0,31.0,116.0,5.0,8.0,62.5,5.0,1.0,79.0,346.0,158.0,8.0,4.0,4.0,182.0,90.0,49.5,11.0,13.0,0.0,9.0,8.0,8.0,0.0,0.0,0.0,13.0,10.0,20.0,33.3
Luke Shaw,eng ENG,DF,Manchester Utd,25-208,1995,18.0,16.0,1394.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.19,0.19,0.0,0.19,0.2,0.2,3.0,0.01,0.19,0.2,0.01,0.2,15.5,4.0,2.0,0.0,50.0,0.26,0.13,0.0,0.0,0.05,-0.2,-0.2,835.0,1044.0,80.0,13320.0,5718.0,463.0,503.0,92.0,294.0,364.0,80.8,58.0,130.0,44.6,0.0,34.0,46.0,22.0,6.0,88.0,853.0,191.0,20.0,0.0,119.0,31.0,49.0,39.0,11.0,18.0,7.0,684.0,163.0,197.0,800.0,66.0,26.0,132.0,3.0,4.0,16.0,20.0,34.0,58.0,3.74,35.0,19.0,0.0,1.0,3.0,7.0,0.45,4.0,2.0,0.0,0.0,1.0,0.0,40.0,28.0,18.0,15.0,7.0,18.0,30.0,60.0,12.0,187.0,77.0,41.2,65.0,85.0,37.0,31.0,4.0,0.0,27.0,9.0,35.0,1.0,1181.0,47.0,293.0,507.0,475.0,29.0,993.0,20.0,31.0,64.5,21.0,3.0,705.0,4390.0,2712.0,107.0,54.0,7.0,796.0,722.0,90.7,9.0,10.0,0.0,23.0,15.0,1.0,0.0,0.0,1.0,150.0,22.0,16.0,57.9
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,28-344,1992,14.0,13.0,1177.0,1.0,1.0,0.0,0.0,4.0,0.0,0.08,0.08,0.15,0.08,0.15,1.2,1.2,1.1,0.09,0.09,0.18,0.09,0.18,13.1,23.0,5.0,8.0,21.7,1.76,0.38,0.04,0.2,0.05,-0.2,-0.2,532.0,732.0,72.7,13288.0,3788.0,155.0,185.0,83.8,229.0,277.0,82.7,144.0,254.0,56.7,-0.1,21.0,74.0,14.0,3.0,63.0,653.0,79.0,35.0,1.0,82.0,77.0,24.0,32.0,10.0,11.0,6.0,385.0,94.0,253.0,75.0,607.0,36.0,1.0,2.0,1.0,9.0,14.0,16.0,34.0,2.6,19.0,14.0,0.0,1.0,0.0,5.0,0.38,3.0,2.0,0.0,0.0,0.0,0.0,18.0,10.0,9.0,8.0,1.0,5.0,20.0,25.0,15.0,159.0,29.0,18.2,57.0,72.0,30.0,14.0,5.0,1.0,9.0,11.0,20.0,0.0,822.0,24.0,204.0,468.0,202.0,17.0,736.0,17.0,18.0,94.4,18.0,0.0,501.0,2644.0,1211.0,46.0,16.0,1.0,586.0,553.0,94.4,3.0,5.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,112.0,13.0,11.0,54.2
Gylfi Sigurðsson,is ISL,MF,Everton,31-150,1989,19.0,12.0,1084.0,3.0,2.0,1.0,1.0,1.0,0.0,0.25,0.17,0.42,0.17,0.33,2.4,1.7,2.0,0.2,0.17,0.37,0.14,0.31,12.0,16.0,5.0,2.0,31.3,1.33,0.42,0.13,0.4,0.1,0.6,0.3,407.0,517.0,78.7,7534.0,1775.0,173.0,203.0,85.2,164.0,184.0,89.1,59.0,105.0,56.2,0.0,23.0,26.0,7.0,2.0,27.0,448.0,69.0,23.0,0.0,61.0,21.0,14.0,34.0,20.0,11.0,3.0,373.0,54.0,90.0,103.0,392.0,16.0,2.0,0.0,2.0,5.0,7.0,16.0,30.0,2.49,17.0,12.0,0.0,1.0,0.0,2.0,0.17,1.0,1.0,0.0,0.0,0.0,0.0,17.0,10.0,6.0,9.0,2.0,5.0,24.0,20.8,19.0,222.0,56.0,25.2,68.0,110.0,44.0,29.0,3.0,0.0,26.0,12.0,7.0,0.0,656.0,14.0,112.0,333.0,230.0,23.0,586.0,10.0,13.0,76.9,10.0,0.0,368.0,1262.0,482.0,19.0,6.0,0.0,488.0,412.0,84.4,19.0,22.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,92.0,4.0,3.0,57.1
Bernardo Silva,pt POR,"MF,FW",Manchester City,26-179,1994,15.0,13.0,1122.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16,1.8,1.8,1.2,0.14,0.1,0.24,0.14,0.24,12.5,15.0,7.0,0.0,46.7,1.2,0.56,0.07,0.14,0.12,-0.8,-0.8,731.0,819.0,89.3,12630.0,2025.0,357.0,386.0,92.5,281.0,302.0,93.0,77.0,95.0,81.1,-0.2,14.0,48.0,19.0,0.0,41.0,786.0,33.0,7.0,0.0,99.0,15.0,8.0,12.0,2.0,2.0,2.0,648.0,85.0,86.0,742.0,47.0,15.0,10.0,2.0,3.0,6.0,7.0,21.0,48.0,3.85,35.0,2.0,3.0,3.0,3.0,4.0,0.32,3.0,0.0,0.0,1.0,0.0,0.0,19.0,11.0,8.0,8.0,3.0,5.0,24.0,20.8,19.0,210.0,62.0,29.5,41.0,101.0,68.0,11.0,1.0,0.0,10.0,9.0,6.0,0.0,922.0,12.0,117.0,488.0,415.0,57.0,890.0,24.0,32.0,75.0,24.0,1.0,733.0,5385.0,3107.0,167.0,54.0,21.0,860.0,749.0,87.1,15.0,10.0,0.0,9.0,13.0,3.0,0.0,0.0,0.0,85.0,5.0,16.0,23.8
