player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,minutes_90s,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals
Dani Ceballos,es ESP,MF,Arsenal,24-207,1996,18.0,11.0,1112.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.16,0.16,0.0,0.16,12.4,6.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,17.0,17.0,0.0,7.0,21.0,25.0,0.0,0.0,0.0
Ben Chilwell,eng ENG,DF,Chelsea,24-071,1996,19.0,19.0,1576.0,2.0,4.0,0.0,0.0,3.0,0.0,0.11,0.23,0.34,0.11,0.34,17.5,16.0,6.0,37.5,0.91,0.34,0.13,0.33,0.0,16.0,29.0,3.0,71.0,16.0,24.0,0.0,0.0,0.0
Hamza Choudhury,eng ENG,MF,Leicester City,23-152,1997,7.0,3.0,228.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0
Andreas Christensen,dk DEN,DF,Chelsea,24-326,1996,9.0,8.0,729.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.1,2.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0
Ciaran Clark,ie IRL,DF,Newcastle Utd,31-157,1989,15.0,14.0,1295.0,1.0,0.0,0.0,0.0,3.0,0.0,0.07,0.0,0.07,0.07,0.07,14.4,7.0,2.0,28.6,0.49,0.14,0.14,0.5,0.0,10.0,8.0,1.0,0.0,14.0,7.0,0.0,0.0,0.0
Nathaniel Clyne,eng ENG,DF,Crystal Palace,29-331,1991,13.0,13.0,1145.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,12.7,4.0,1.0,25.0,0.31,0.08,0.0,0.0,0.0,4.0,2.0,0.0,13.0,13.0,8.0,0.0,0.0,0.0
Conor Coady,eng ENG,DF,Wolves,28-005,1993,25.0,25.0,2223.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,3.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,15.0,7.0,0.0,1.0,18.0,11.0,0.0,1.0,0.0
Séamus Coleman,ie IRL,DF,Everton,32-142,1988,15.0,10.0,885.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,9.8,5.0,4.0,80.0,0.51,0.41,0.0,0.0,0.0,8.0,8.0,0.0,13.0,6.0,15.0,0.0,0.0,0.0
Aaron Connolly,ie IRL,FW,Brighton,21-033,2000,15.0,9.0,722.0,2.0,1.0,0.0,0.0,0.0,0.0,0.25,0.12,0.37,0.25,0.37,8.0,21.0,8.0,38.1,2.62,1.0,0.1,0.25,0.0,5.0,13.0,8.0,2.0,0.0,5.0,1.0,0.0,0.0
Liam Cooper,sco SCO,DF,Leeds United,29-184,1991,20.0,20.0,1781.0,1.0,0.0,0.0,0.0,3.0,0.0,0.05,0.0,0.05,0.05,0.05,19.8,15.0,8.0,53.3,0.76,0.4,0.07,0.13,0.0,14.0,24.0,1.0,0.0,36.0,44.0,0.0,0.0,0.0
Jack Cork,eng ENG,MF,Burnley,31-250,1989,8.0,7.0,645.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,5.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,12.0,7.0,0.0,3.0,4.0,8.0,0.0,0.0,0.0
Hélder Costa,pt POR,MF,Leeds United,27-049,1994,17.0,9.0,857.0,3.0,3.0,0.0,0.0,0.0,0.0,0.32,0.32,0.63,0.32,0.63,9.5,13.0,6.0,46.2,1.37,0.63,0.23,0.5,0.0,17.0,16.0,2.0,14.0,5.0,12.0,0.0,0.0,1.0
Vladimír Coufal,cz CZE,DF,West Ham,28-192,1992,22.0,22.0,1974.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,21.9,9.0,3.0,33.3,0.41,0.14,0.0,0.0,0.0,24.0,21.0,0.0,61.0,21.0,36.0,0.0,0.0,0.0
Aaron Cresswell,eng ENG,DF,West Ham,31-077,1989,26.0,26.0,2340.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.23,0.23,0.0,0.23,26.0,15.0,4.0,26.7,0.58,0.15,0.0,0.0,0.0,6.0,14.0,0.0,66.0,24.0,12.0,0.0,0.0,0.0
Patrick Cutrone,it ITA,"FW,MF",Wolves,23-058,1998,2.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stuart Dallas,nir NIR,"DF,MF",Leeds United,29-317,1991,26.0,26.0,2330.0,5.0,2.0,0.0,0.0,5.0,0.0,0.19,0.08,0.27,0.19,0.27,25.9,28.0,11.0,39.3,1.08,0.42,0.18,0.45,0.0,32.0,26.0,0.0,41.0,39.0,42.0,0.0,0.0,0.0
Scott Dann,eng ENG,DF,Crystal Palace,34-016,1987,12.0,12.0,1080.0,1.0,0.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,12.0,5.0,2.0,40.0,0.42,0.17,0.2,0.5,0.0,4.0,5.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0
Karl Darlow,eng ENG,GK,Newcastle Utd,30-145,1990,25.0,25.0,2250.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ben Davies,wal WAL,DF,Tottenham,27-312,1993,18.0,13.0,1222.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,13.6,3.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,19.0,13.0,1.0,21.0,11.0,12.0,1.0,0.0,0.0
